,average_temperature,precipitation,windspeed,city,date
2020-12-01,0.9,49.4,7.5,Passau,2020-12-01
2021-01-01,-1.3,106.1,10.3,Passau,2021-01-01
2021-02-01,2.0,45.4,8.3,Passau,2021-02-01
2021-03-01,4.2,26.0,10.7,Passau,2021-03-01
2021-04-01,6.4,41.3,11.5,Passau,2021-04-01
2021-05-01,10.5,173.6,12.9,Passau,2021-05-01
2021-06-01,19.6,74.8,9.2,Passau,2021-06-01
2021-07-01,18.7,102.1,9.0,Passau,2021-07-01
2021-08-01,16.4,152.7,9.1,Passau,2021-08-01
2021-09-01,15.3,20.7,7.9,Passau,2021-09-01
2021-10-01,8.4,31.6,8.1,Passau,2021-10-01
2021-11-01,3.0,67.3,8.5,Passau,2021-11-01
2021-12-01,1.1,113.6,9.2,Passau,2021-12-01
2022-01-01,0.8,83.7,13.4,Passau,2022-01-01
2022-02-01,3.5,64.8,17.1,Passau,2022-02-01
2022-03-01,5.7,15.1,10.3,Passau,2022-03-01
2022-04-01,7.6,104.4,12.4,Passau,2022-04-01
2022-05-01,15.4,56.6,10.0,Passau,2022-05-01
2022-06-01,19.3,131.2,8.7,Passau,2022-06-01
2022-07-01,19.7,58.3,9.9,Passau,2022-07-01
2022-08-01,19.7,61.0,8.8,Passau,2022-08-01
2022-09-01,12.9,112.9,9.8,Passau,2022-09-01
2022-10-01,11.8,70.4,7.1,Passau,2022-10-01
2022-11-01,5.1,102.1,7.8,Passau,2022-11-01
2022-06-01,12.4,72.9,17.0,Alesund,2022-06-01
2022-07-01,13.2,101.6,16.2,Alesund,2022-07-01
2022-08-01,14.0,118.2,16.2,Alesund,2022-08-01
2022-09-01,12.0,67.0,13.7,Alesund,2022-09-01
2022-10-01,9.5,126.2,19.4,Alesund,2022-10-01
2021-02-01,6.6,80.4,6.8,Pordenone,2021-02-01
2021-04-01,11.3,139.3,9.2,Pordenone,2021-04-01
2021-05-01,15.2,258.0,9.7,Pordenone,2021-05-01
2021-06-01,23.7,32.4,8.4,Pordenone,2021-06-01
2021-07-01,24.3,129.9,8.5,Pordenone,2021-07-01
2021-08-01,22.7,161.9,8.7,Pordenone,2021-08-01
2021-09-01,20.1,105.9,7.3,Pordenone,2021-09-01
2021-10-01,13.1,114.2,7.8,Pordenone,2021-10-01
2021-11-01,9.1,178.0,7.9,Pordenone,2021-11-01
2021-12-01,3.7,45.5,7.0,Pordenone,2021-12-01
2022-01-01,3.1,33.4,6.8,Pordenone,2022-01-01
2022-02-01,5.9,32.4,8.3,Pordenone,2022-02-01
2022-04-01,11.7,82.5,5.1,Pordenone,2022-04-01
2022-05-01,19.7,30.5,5.7,Pordenone,2022-05-01
2022-06-01,23.9,93.6,3.7,Pordenone,2022-06-01
2022-07-01,26.2,30.6,7.6,Pordenone,2022-07-01
2022-08-01,24.6,61.6,8.6,Pordenone,2022-08-01
2022-09-01,18.4,93.6,8.7,Pordenone,2022-09-01
2022-10-01,16.9,22.6,6.4,Pordenone,2022-10-01
2022-11-01,10.1,96.2,8.0,Pordenone,2022-11-01
2019-12-01,12.0,174.0,8.9,Pola de Siero,2019-12-01
2020-01-01,11.5,80.0,7.1,Pola de Siero,2020-01-01
2020-02-01,12.9,22.0,6.5,Pola de Siero,2020-02-01
2020-04-01,14.7,47.0,6.1,Pola de Siero,2020-04-01
2020-05-01,17.1,37.0,6.9,Pola de Siero,2020-05-01
2020-06-01,17.9,59.0,6.3,Pola de Siero,2020-06-01
2020-07-01,20.4,19.0,6.4,Pola de Siero,2020-07-01
2020-08-01,21.0,125.0,6.0,Pola de Siero,2020-08-01
2020-09-01,19.3,73.0,6.8,Pola de Siero,2020-09-01
2020-10-01,16.2,196.0,7.9,Pola de Siero,2020-10-01
2020-11-01,14.8,24.0,6.1,Pola de Siero,2020-11-01
2020-12-01,11.4,383.0,11.1,Pola de Siero,2020-12-01
2021-01-01,10.2,176.0,8.9,Pola de Siero,2021-01-01
2021-02-01,13.0,113.0,7.0,Pola de Siero,2021-02-01
2021-04-01,13.2,45.0,7.6,Pola de Siero,2021-04-01
2021-05-01,15.0,51.0,6.5,Pola de Siero,2021-05-01
2021-06-01,17.7,151.0,6.4,Pola de Siero,2021-06-01
2021-07-01,19.6,20.0,6.2,Pola de Siero,2021-07-01
2021-08-01,20.4,25.0,6.4,Pola de Siero,2021-08-01
2021-09-01,19.3,48.0,5.7,Pola de Siero,2021-09-01
2021-10-01,16.7,69.0,6.8,Pola de Siero,2021-10-01
2021-11-01,11.3,234.8,8.3,Pola de Siero,2021-11-01
2021-12-01,11.8,149.2,8.2,Pola de Siero,2021-12-01
2022-01-01,9.7,47.5,7.8,Pola de Siero,2022-01-01
2022-02-01,10.6,43.4,7.2,Pola de Siero,2022-02-01
2022-04-01,12.1,80.6,7.1,Pola de Siero,2022-04-01
2022-05-01,15.6,22.6,7.4,Pola de Siero,2022-05-01
2022-06-01,17.7,62.8,6.6,Pola de Siero,2022-06-01
2022-07-01,20.2,22.1,6.3,Pola de Siero,2022-07-01
2022-08-01,20.5,55.1,5.9,Pola de Siero,2022-08-01
2022-09-01,18.6,71.7,6.9,Pola de Siero,2022-09-01
2022-10-01,18.0,29.2,5.6,Pola de Siero,2022-10-01
2022-11-01,13.6,135.3,7.8,Pola de Siero,2022-11-01
2022-06-01,18.8,124.1,9.7,Karvina,2022-06-01
2022-07-01,18.9,196.2,10.1,Karvina,2022-07-01
2022-08-01,19.3,137.1,8.8,Karvina,2022-08-01
2022-09-01,12.7,127.2,10.7,Karvina,2022-09-01
2022-10-01,12.2,46.5,10.9,Karvina,2022-10-01
2022-11-01,4.9,25.3,8.8,Karvina,2022-11-01
2022-06-01,24.7,2.7,9.0,Chieti,2022-06-01
2022-07-01,25.7,2.3,9.2,Chieti,2022-07-01
2022-08-01,24.9,10.4,9.6,Chieti,2022-08-01
2022-09-01,20.8,2.4,9.6,Chieti,2022-09-01
2022-10-01,16.6,9.3,7.1,Chieti,2022-10-01
2022-11-01,12.2,15.7,7.5,Chieti,2022-11-01
2019-12-01,2.7,38.8,9.1,Ravensburg,2019-12-01
2020-01-01,1.6,23.9,7.5,Ravensburg,2020-01-01
2020-02-01,5.4,121.1,13.0,Ravensburg,2020-02-01
2020-03-01,5.4,53.2,10.7,Ravensburg,2020-03-01
2020-04-01,11.4,25.6,8.0,Ravensburg,2020-04-01
2020-05-01,13.1,43.9,7.8,Ravensburg,2020-05-01
2020-06-01,16.3,134.4,8.0,Ravensburg,2020-06-01
2020-07-01,19.1,67.8,7.0,Ravensburg,2020-07-01
2020-08-01,19.1,205.9,5.9,Ravensburg,2020-08-01
2020-09-01,15.3,75.5,6.5,Ravensburg,2020-09-01
2020-10-01,9.2,106.6,6.7,Ravensburg,2020-10-01
2020-11-01,5.2,21.5,6.3,Ravensburg,2020-11-01
2020-12-01,1.5,70.4,6.2,Ravensburg,2020-12-01
2021-01-01,-0.1,124.3,8.7,Ravensburg,2021-01-01
2021-02-01,3.2,51.6,8.4,Ravensburg,2021-02-01
2021-03-01,4.8,35.2,9.2,Ravensburg,2021-03-01
2021-04-01,7.0,28.5,8.5,Ravensburg,2021-04-01
2021-05-01,10.8,192.4,10.4,Ravensburg,2021-05-01
2021-06-01,19.3,175.0,6.7,Ravensburg,2021-06-01
2021-07-01,18.2,252.4,6.7,Ravensburg,2021-07-01
2021-08-01,17.0,86.8,6.4,Ravensburg,2021-08-01
2021-09-01,15.3,22.7,5.6,Ravensburg,2021-09-01
2021-10-01,8.5,38.3,6.0,Ravensburg,2021-10-01
2021-11-01,3.5,36.5,7.6,Ravensburg,2021-11-01
2021-12-01,2.6,86.1,8.9,Ravensburg,2021-12-01
2022-01-01,1.5,28.0,9.2,Ravensburg,2022-01-01
2022-02-01,4.1,43.4,12.7,Ravensburg,2022-02-01
2022-03-01,5.6,29.8,7.5,Ravensburg,2022-03-01
2022-04-01,8.7,68.4,10.3,Ravensburg,2022-04-01
2022-05-01,15.6,76.6,6.8,Ravensburg,2022-05-01
2022-06-01,19.4,116.0,6.5,Ravensburg,2022-06-01
2022-07-01,20.4,67.1,6.5,Ravensburg,2022-07-01
2022-08-01,19.8,126.8,6.5,Ravensburg,2022-08-01
2022-09-01,13.7,105.8,7.1,Ravensburg,2022-09-01
2022-10-01,12.4,52.2,8.2,Ravensburg,2022-10-01
2022-11-01,5.4,52.8,8.5,Ravensburg,2022-11-01
2021-02-01,5.6,20.7,9.6,Asenovgrad,2021-02-01
2021-04-01,10.7,63.0,12.7,Asenovgrad,2021-04-01
2021-05-01,17.8,48.8,12.8,Asenovgrad,2021-05-01
2021-06-01,21.5,34.8,12.1,Asenovgrad,2021-06-01
2021-07-01,26.3,4.4,13.2,Asenovgrad,2021-07-01
2021-08-01,25.9,26.4,10.7,Asenovgrad,2021-08-01
2021-09-01,19.6,10.1,11.8,Asenovgrad,2021-09-01
2021-10-01,11.7,132.7,10.3,Asenovgrad,2021-10-01
2021-11-01,8.2,29.5,8.6,Asenovgrad,2021-11-01
2021-12-01,4.4,75.9,13.5,Asenovgrad,2021-12-01
2022-01-01,3.5,49.3,17.1,Asenovgrad,2022-01-01
2022-02-01,5.4,47.7,13.2,Asenovgrad,2022-02-01
2022-04-01,12.8,81.0,12.6,Asenovgrad,2022-04-01
2022-05-01,18.2,15.7,11.4,Asenovgrad,2022-05-01
2022-06-01,22.8,96.3,10.7,Asenovgrad,2022-06-01
2022-07-01,25.6,20.5,12.5,Asenovgrad,2022-07-01
2022-08-01,25.4,33.9,10.5,Asenovgrad,2022-08-01
2022-09-01,19.6,22.3,11.4,Asenovgrad,2022-09-01
2022-10-01,15.1,6.0,10.0,Asenovgrad,2022-10-01
2019-12-01,5.8,66.0,16.8,Sittard,2019-12-01
2020-01-01,5.5,36.0,16.5,Sittard,2020-01-01
2020-02-01,6.8,123.0,22.7,Sittard,2020-02-01
2020-04-01,12.2,21.0,13.0,Sittard,2020-04-01
2020-05-01,13.7,18.0,13.2,Sittard,2020-05-01
2020-06-01,17.7,87.0,12.0,Sittard,2020-06-01
2020-07-01,17.9,55.0,11.4,Sittard,2020-07-01
2020-08-01,21.2,52.0,11.9,Sittard,2020-08-01
2020-09-01,16.2,59.0,11.7,Sittard,2020-09-01
2020-10-01,11.5,95.0,16.9,Sittard,2020-10-01
2020-11-01,8.9,23.0,14.4,Sittard,2020-11-01
2020-12-01,5.5,73.0,14.7,Sittard,2020-12-01
2021-01-01,2.8,125.0,15.8,Sittard,2021-01-01
2021-02-01,5.2,55.0,16.5,Sittard,2021-02-01
2021-04-01,6.7,37.0,12.6,Sittard,2021-04-01
2021-05-01,11.6,58.0,15.3,Sittard,2021-05-01
2021-06-01,19.3,163.0,10.7,Sittard,2021-06-01
2021-07-01,18.1,123.0,11.7,Sittard,2021-07-01
2021-08-01,16.7,100.0,11.5,Sittard,2021-08-01
2021-09-01,16.3,18.0,10.8,Sittard,2021-09-01
2021-10-01,11.5,35.0,14.8,Sittard,2021-10-01
2021-11-01,6.0,29.8,21.5,Sittard,2021-11-01
2021-12-01,5.5,67.4,14.1,Sittard,2021-12-01
2022-01-01,4.1,59.5,13.2,Sittard,2022-01-01
2022-02-01,6.3,83.8,20.5,Sittard,2022-02-01
2022-04-01,9.7,32.3,15.4,Sittard,2022-04-01
2022-05-01,15.4,33.9,11.5,Sittard,2022-05-01
2022-06-01,18.2,75.7,11.7,Sittard,2022-06-01
2022-07-01,19.7,15.0,10.4,Sittard,2022-07-01
2022-08-01,21.3,36.7,11.1,Sittard,2022-08-01
2022-09-01,15.1,107.3,10.8,Sittard,2022-09-01
2022-10-01,14.3,27.5,12.8,Sittard,2022-10-01
2022-11-01,9.1,51.3,15.6,Sittard,2022-11-01
2019-12-01,5.3,84.0,7.4,Mantova,2019-12-01
2020-05-01,18.7,66.8,8.2,Mantova,2020-05-01
2020-06-01,21.5,119.9,8.3,Mantova,2020-06-01
2020-07-01,24.5,126.6,7.4,Mantova,2020-07-01
2020-09-01,20.3,69.8,7.0,Mantova,2020-09-01
2020-10-01,12.8,147.0,7.0,Mantova,2020-10-01
2021-05-01,16.2,91.0,9.3,Mantova,2021-05-01
2021-11-01,8.9,102.4,8.0,Mantova,2021-11-01
2021-12-01,3.5,32.3,6.3,Mantova,2021-12-01
2022-02-01,5.6,22.9,7.2,Mantova,2022-02-01
2022-04-01,12.2,28.4,8.5,Mantova,2022-04-01
2022-06-01,25.4,36.2,8.3,Mantova,2022-06-01
2022-07-01,27.8,32.6,8.2,Mantova,2022-07-01
2022-08-01,25.1,125.5,7.1,Mantova,2022-08-01
2022-09-01,19.5,114.8,6.7,Mantova,2022-09-01
2022-10-01,17.2,2.8,5.5,Mantova,2022-10-01
2022-11-01,9.4,87.2,6.5,Mantova,2022-11-01
2020-09-01,13.1,68.1,12.4,Porvoo,2020-09-01
2020-12-01,1.0,59.9,12.8,Porvoo,2020-12-01
2021-01-01,-4.5,76.9,25.1,Porvoo,2021-01-01
2021-02-01,-8.3,26.7,10.8,Porvoo,2021-02-01
2021-04-01,4.6,32.6,12.8,Porvoo,2021-04-01
2021-05-01,10.4,82.8,11.6,Porvoo,2021-05-01
2021-06-01,19.7,20.0,9.9,Porvoo,2021-06-01
2021-07-01,21.4,22.3,10.8,Porvoo,2021-07-01
2021-08-01,15.6,165.4,12.3,Porvoo,2021-08-01
2021-09-01,9.6,43.1,11.0,Porvoo,2021-09-01
2021-10-01,8.1,65.5,13.9,Porvoo,2021-10-01
2021-11-01,1.6,47.0,12.2,Porvoo,2021-11-01
2021-12-01,-6.7,25.3,12.4,Porvoo,2021-12-01
2022-01-01,-3.3,68.8,14.7,Porvoo,2022-01-01
2022-02-01,-1.8,102.4,12.6,Porvoo,2022-02-01
2022-04-01,3.4,35.5,11.9,Porvoo,2022-04-01
2022-06-01,17.2,30.1,11.6,Porvoo,2022-06-01
2022-07-01,18.4,21.9,10.1,Porvoo,2022-07-01
2022-08-01,19.1,15.9,10.9,Porvoo,2022-08-01
2022-09-01,9.4,41.1,9.8,Porvoo,2022-09-01
2022-10-01,7.6,27.1,13.3,Porvoo,2022-10-01
2019-12-01,1.0,44.0,9.9,Chomutov,2019-12-01
2020-01-01,0.0,23.9,9.5,Chomutov,2020-01-01
2020-02-01,2.0,106.9,18.0,Chomutov,2020-02-01
2020-03-01,1.9,64.9,12.7,Chomutov,2020-03-01
2020-04-01,7.0,17.8,11.7,Chomutov,2020-04-01
2020-05-01,8.4,75.0,12.0,Chomutov,2020-05-01
2020-06-01,14.2,75.7,10.9,Chomutov,2020-06-01
2020-07-01,15.1,32.8,10.7,Chomutov,2020-07-01
2020-08-01,17.0,130.4,10.1,Chomutov,2020-08-01
2020-09-01,12.0,77.9,9.3,Chomutov,2020-09-01
2020-10-01,7.3,112.6,9.7,Chomutov,2020-10-01
2020-11-01,2.8,14.9,7.3,Chomutov,2020-11-01
2020-12-01,-0.2,28.7,7.7,Chomutov,2020-12-01
2021-01-01,-2.5,75.6,10.4,Chomutov,2021-01-01
2021-02-01,-1.9,46.7,12.3,Chomutov,2021-02-01
2021-03-01,1.5,34.5,11.1,Chomutov,2021-03-01
2021-04-01,2.8,42.0,13.9,Chomutov,2021-04-01
2021-05-01,8.3,107.1,15.4,Chomutov,2021-05-01
2021-06-01,17.1,132.2,9.1,Chomutov,2021-06-01
2021-07-01,16.5,129.9,10.5,Chomutov,2021-07-01
2021-08-01,14.1,122.1,11.8,Chomutov,2021-08-01
2021-09-01,13.3,31.2,10.3,Chomutov,2021-09-01
2021-10-01,7.1,33.2,13.2,Chomutov,2021-10-01
2021-11-01,2.3,67.3,13.0,Chomutov,2021-11-01
2021-12-01,-0.7,50.2,15.5,Chomutov,2021-12-01
2022-01-01,-0.6,78.7,18.4,Chomutov,2022-01-01
2022-02-01,0.6,79.9,20.7,Chomutov,2022-02-01
2022-03-01,1.4,17.3,9.8,Chomutov,2022-03-01
2022-04-01,4.6,47.7,14.0,Chomutov,2022-04-01
2022-05-01,12.7,36.2,11.4,Chomutov,2022-05-01
2022-06-01,16.9,61.9,10.6,Chomutov,2022-06-01
2022-07-01,16.9,57.8,11.9,Chomutov,2022-07-01
2022-08-01,17.9,85.9,9.6,Chomutov,2022-08-01
2022-09-01,10.9,226.7,11.7,Chomutov,2022-09-01
2022-10-01,10.8,30.9,7.7,Chomutov,2022-10-01
2022-11-01,4.3,41.4,9.6,Chomutov,2022-11-01
2021-02-01,3.8,57.3,24.8,IJmuiden,2021-02-01
2021-04-01,6.5,49.9,26.6,IJmuiden,2021-04-01
2021-05-01,10.3,82.2,25.2,IJmuiden,2021-05-01
2021-06-01,16.2,78.0,19.6,IJmuiden,2021-06-01
2021-07-01,17.3,63.5,22.9,IJmuiden,2021-07-01
2021-08-01,17.1,97.8,26.7,IJmuiden,2021-08-01
2021-09-01,16.8,50.2,21.4,IJmuiden,2021-09-01
2021-10-01,13.1,144.5,30.1,IJmuiden,2021-10-01
2021-11-01,9.4,84.9,25.6,IJmuiden,2021-11-01
2021-12-01,6.1,84.7,26.0,IJmuiden,2021-12-01
2022-01-01,6.5,60.7,29.6,IJmuiden,2022-01-01
2022-02-01,6.9,107.0,41.3,IJmuiden,2022-02-01
2022-04-01,8.9,40.9,27.2,IJmuiden,2022-04-01
2022-06-01,15.7,94.1,22.1,IJmuiden,2022-06-01
2022-07-01,17.9,11.5,21.9,IJmuiden,2022-07-01
2022-08-01,19.7,17.1,19.9,IJmuiden,2022-08-01
2022-09-01,16.0,120.7,22.7,IJmuiden,2022-09-01
2022-10-01,14.4,58.8,26.2,IJmuiden,2022-10-01
2022-11-01,9.9,163.1,28.8,IJmuiden,2022-11-01
2021-02-01,4.9,44.5,17.7,Welwyn Garden City,2021-02-01
2021-04-01,6.3,16.7,14.3,Welwyn Garden City,2021-04-01
2021-05-01,10.1,102.7,16.4,Welwyn Garden City,2021-05-01
2021-06-01,16.1,89.5,13.2,Welwyn Garden City,2021-06-01
2021-07-01,17.7,108.3,12.7,Welwyn Garden City,2021-07-01
2021-08-01,15.9,47.9,15.2,Welwyn Garden City,2021-08-01
2021-09-01,15.9,46.0,13.3,Welwyn Garden City,2021-09-01
2021-10-01,11.9,99.0,16.2,Welwyn Garden City,2021-10-01
2021-11-01,7.2,18.2,17.1,Welwyn Garden City,2021-11-01
2021-12-01,6.6,60.8,17.3,Welwyn Garden City,2021-12-01
2022-01-01,4.7,25.5,15.8,Welwyn Garden City,2022-01-01
2022-02-01,6.8,54.3,25.3,Welwyn Garden City,2022-02-01
2022-04-01,9.2,18.5,17.6,Welwyn Garden City,2022-04-01
2022-06-01,15.7,54.4,14.1,Welwyn Garden City,2022-06-01
2022-07-01,19.5,19.2,14.8,Welwyn Garden City,2022-07-01
2022-08-01,19.7,21.6,13.0,Welwyn Garden City,2022-08-01
2022-09-01,14.4,34.5,13.5,Welwyn Garden City,2022-09-01
2022-10-01,12.9,52.9,15.0,Welwyn Garden City,2022-10-01
2022-11-01,9.0,89.4,16.7,Welwyn Garden City,2022-11-01
2021-02-01,3.8,61.9,15.3,Zutphen,2021-02-01
2021-04-01,6.1,56.2,13.0,Zutphen,2021-04-01
2021-05-01,11.0,136.4,13.2,Zutphen,2021-05-01
2021-06-01,18.5,104.4,9.8,Zutphen,2021-06-01
2021-07-01,17.9,157.3,10.5,Zutphen,2021-07-01
2021-08-01,16.5,99.0,11.5,Zutphen,2021-08-01
2021-09-01,15.7,53.0,8.9,Zutphen,2021-09-01
2021-10-01,11.1,99.7,13.4,Zutphen,2021-10-01
2021-11-01,6.3,46.2,10.3,Zutphen,2021-11-01
2021-12-01,4.8,59.8,13.4,Zutphen,2021-12-01
2022-01-01,4.5,71.2,13.6,Zutphen,2022-01-01
2022-02-01,6.1,135.1,21.6,Zutphen,2022-02-01
2022-04-01,8.7,66.0,15.0,Zutphen,2022-04-01
2022-06-01,17.1,78.5,11.4,Zutphen,2022-06-01
2022-07-01,18.6,22.4,10.4,Zutphen,2022-07-01
2022-08-01,20.6,14.7,10.5,Zutphen,2022-08-01
2022-09-01,14.5,64.9,9.6,Zutphen,2022-09-01
2022-10-01,12.9,39.4,11.8,Zutphen,2022-10-01
2022-11-01,8.3,74.4,14.8,Zutphen,2022-11-01
2021-02-01,0.4,26.3,15.7,Kolobrzeg,2021-02-01
2021-04-01,5.7,14.3,22.0,Kolobrzeg,2021-04-01
2021-05-01,11.2,26.0,16.2,Kolobrzeg,2021-05-01
2021-06-01,18.4,21.5,15.6,Kolobrzeg,2021-06-01
2021-07-01,20.0,32.3,15.6,Kolobrzeg,2021-07-01
2021-08-01,16.9,48.8,18.1,Kolobrzeg,2021-08-01
2021-09-01,15.2,13.8,17.0,Kolobrzeg,2021-09-01
2021-10-01,11.0,30.4,17.5,Kolobrzeg,2021-10-01
2021-11-01,6.9,62.8,17.5,Kolobrzeg,2021-11-01
2021-12-01,1.2,43.7,18.7,Kolobrzeg,2021-12-01
2022-01-01,2.9,33.9,24.4,Kolobrzeg,2022-01-01
2022-02-01,4.2,94.0,22.4,Kolobrzeg,2022-02-01
2022-04-01,6.3,30.4,21.1,Kolobrzeg,2022-04-01
2022-06-01,17.1,30.7,16.0,Kolobrzeg,2022-06-01
2022-07-01,18.4,50.1,22.3,Kolobrzeg,2022-07-01
2022-08-01,19.5,0.0,13.6,Kolobrzeg,2022-08-01
2022-09-01,12.9,14.2,14.9,Kolobrzeg,2022-09-01
2022-10-01,12.0,4.1,15.9,Kolobrzeg,2022-10-01
2022-11-01,5.7,9.6,13.3,Kolobrzeg,2022-11-01
2019-12-01,4.5,74.5,7.2,Dornbirn,2019-12-01
2020-01-01,2.3,56.2,6.1,Dornbirn,2020-01-01
2020-02-01,6.6,113.6,9.3,Dornbirn,2020-02-01
2020-06-01,16.9,267.2,7.1,Dornbirn,2020-06-01
2020-08-01,20.2,222.6,7.3,Dornbirn,2020-08-01
2020-09-01,16.2,137.3,5.8,Dornbirn,2020-09-01
2020-10-01,9.7,149.8,6.5,Dornbirn,2020-10-01
2020-11-01,5.9,21.6,5.1,Dornbirn,2020-11-01
2020-12-01,2.5,131.9,5.9,Dornbirn,2020-12-01
2021-01-01,0.5,263.2,8.3,Dornbirn,2021-01-01
2021-02-01,3.6,78.7,4.7,Dornbirn,2021-02-01
2021-04-01,7.9,75.0,5.5,Dornbirn,2021-04-01
2021-05-01,11.3,258.2,5.5,Dornbirn,2021-05-01
2021-06-01,19.5,188.8,4.5,Dornbirn,2021-06-01
2021-07-01,18.3,324.8,4.2,Dornbirn,2021-07-01
2021-08-01,17.5,314.1,4.2,Dornbirn,2021-08-01
2021-09-01,16.0,120.6,4.2,Dornbirn,2021-09-01
2021-10-01,9.3,63.6,4.5,Dornbirn,2021-10-01
2021-11-01,4.1,111.4,3.9,Dornbirn,2021-11-01
2021-12-01,2.1,189.5,4.3,Dornbirn,2021-12-01
2022-01-01,1.1,95.3,4.2,Dornbirn,2022-01-01
2022-02-01,4.4,160.4,5.6,Dornbirn,2022-02-01
2022-04-01,9.1,150.5,4.4,Dornbirn,2022-04-01
2022-05-01,16.4,72.4,6.6,Dornbirn,2022-05-01
2022-06-01,19.7,208.3,3.7,Dornbirn,2022-06-01
2022-07-01,21.0,156.8,3.5,Dornbirn,2022-07-01
2022-08-01,20.3,308.6,3.5,Dornbirn,2022-08-01
2022-09-01,14.4,231.0,3.5,Dornbirn,2022-09-01
2022-10-01,13.3,150.7,3.0,Dornbirn,2022-10-01
2022-11-01,7.2,134.0,3.5,Dornbirn,2022-11-01
2019-12-01,0.8,16.0,6.6,Turda,2019-12-01
2020-01-01,-2.4,9.0,6.4,Turda,2020-01-01
2020-02-01,2.4,39.0,8.6,Turda,2020-02-01
2020-04-01,9.7,31.0,8.4,Turda,2020-04-01
2020-05-01,13.2,57.0,8.5,Turda,2020-05-01
2020-06-01,18.8,109.0,7.4,Turda,2020-06-01
2020-07-01,19.8,60.0,7.3,Turda,2020-07-01
2020-08-01,21.2,88.0,7.7,Turda,2020-08-01
2020-09-01,17.0,44.0,7.3,Turda,2020-09-01
2020-10-01,11.0,49.0,6.6,Turda,2020-10-01
2020-11-01,3.2,21.0,5.1,Turda,2020-11-01
2020-12-01,2.8,37.0,7.0,Turda,2020-12-01
2021-01-01,-0.5,33.0,6.6,Turda,2021-01-01
2021-02-01,1.6,24.3,8.7,Turda,2021-02-01
2021-04-01,8.0,69.6,7.9,Turda,2021-04-01
2021-05-01,14.1,77.8,7.7,Turda,2021-05-01
2021-06-01,19.9,39.0,6.9,Turda,2021-06-01
2021-07-01,22.6,97.3,7.0,Turda,2021-07-01
2021-08-01,19.9,68.4,6.1,Turda,2021-08-01
2021-09-01,15.1,43.7,5.9,Turda,2021-09-01
2021-10-01,8.9,16.9,5.3,Turda,2021-10-01
2021-11-01,4.5,42.1,5.2,Turda,2021-11-01
2021-12-01,1.0,81.4,8.1,Turda,2021-12-01
2022-01-01,-1.0,27.9,9.1,Turda,2022-01-01
2022-02-01,2.3,16.3,8.7,Turda,2022-02-01
2022-04-01,9.0,88.5,7.9,Turda,2022-04-01
2022-06-01,21.0,41.6,5.9,Turda,2022-06-01
2022-07-01,22.8,35.1,6.8,Turda,2022-07-01
2022-08-01,22.3,76.4,5.3,Turda,2022-08-01
2022-09-01,14.4,109.6,5.2,Turda,2022-09-01
2022-10-01,11.5,19.5,3.9,Turda,2022-10-01
2022-11-01,5.4,60.7,3.7,Turda,2022-11-01
2019-12-01,5.8,72.0,14.1,Soest,2019-12-01
2020-01-01,6.2,51.0,14.5,Soest,2020-01-01
2020-02-01,7.2,157.0,20.6,Soest,2020-02-01
2020-04-01,11.1,13.0,13.1,Soest,2020-04-01
2020-05-01,13.1,12.0,12.5,Soest,2020-05-01
2020-06-01,17.5,78.0,12.1,Soest,2020-06-01
2020-07-01,17.0,51.0,11.7,Soest,2020-07-01
2020-08-01,20.4,89.0,11.4,Soest,2020-08-01
2020-09-01,15.2,65.0,10.9,Soest,2020-09-01
2020-10-01,11.3,108.0,14.0,Soest,2020-10-01
2020-11-01,8.9,58.0,12.4,Soest,2020-11-01
2020-12-01,5.5,107.0,13.3,Soest,2020-12-01
2021-01-01,3.4,88.0,12.8,Soest,2021-01-01
2021-02-01,4.3,43.0,13.8,Soest,2021-02-01
2021-04-01,6.7,45.0,12.4,Soest,2021-04-01
2021-05-01,11.2,104.0,12.3,Soest,2021-05-01
2021-06-01,18.2,53.0,9.4,Soest,2021-06-01
2021-07-01,18.0,99.0,10.3,Soest,2021-07-01
2021-08-01,16.9,92.0,10.8,Soest,2021-08-01
2021-09-01,15.9,28.0,9.1,Soest,2021-09-01
2021-10-01,11.6,145.0,12.1,Soest,2021-10-01
2021-11-01,7.4,76.5,10.0,Soest,2021-11-01
2021-12-01,5.4,54.8,12.7,Soest,2021-12-01
2022-01-01,5.3,57.3,12.4,Soest,2022-01-01
2022-02-01,6.9,133.2,19.6,Soest,2022-02-01
2022-04-01,9.1,61.1,14.3,Soest,2022-04-01
2022-05-01,13.8,71.3,10.8,Soest,2022-05-01
2022-06-01,17.0,91.9,10.5,Soest,2022-06-01
2022-07-01,18.3,15.8,9.6,Soest,2022-07-01
2022-08-01,19.8,44.7,8.8,Soest,2022-08-01
2022-09-01,14.6,108.0,8.4,Soest,2022-09-01
2022-10-01,13.1,38.4,10.6,Soest,2022-10-01
2022-11-01,8.6,108.7,13.4,Soest,2022-11-01
2019-12-01,4.5,41.0,11.0,Fellbach,2019-12-01
2020-01-01,4.0,18.0,10.3,Fellbach,2020-01-01
2020-02-01,6.7,80.0,16.8,Fellbach,2020-02-01
2020-03-01,6.8,55.0,13.8,Fellbach,2020-03-01
2020-04-01,13.1,2.0,10.5,Fellbach,2020-04-01
2020-05-01,14.0,45.0,9.6,Fellbach,2020-05-01
